#     ETS 1  ETS 128 ETS 16384    LTS 1
 2 0.414381 1.907850 0.970486 1.688822 
 4 0.804317 3.606452 0.991135 3.307692 
 8 1.535714 7.075949 0.843137 6.352273 
12 2.254032 9.982143 0.917898 8.873016 
16 3.005376 11.180000 0.917898 11.180000 
