#     ETS 1  ETS 128 ETS 16384    LTS 1
 2 0.186934 1.433722 0.973434 1.266124 
 4 0.265692 1.932362 0.932446 1.662701 
 8 0.618977 5.381831 1.495930 5.268849 
12 1.084518 6.791097 1.586420 5.545498 
16 1.411868 11.183996 1.894562 13.224363 
