#     ETS 1  ETS 128 ETS 16384    LTS 1
 2 0.108819 0.864354 1.735177 1.418455 
 4 0.217494 1.727617 3.443494 2.849318 
 8 0.432013 3.335202 6.731119 5.517645 
12 0.648343 5.078322 10.692458 8.426856 
16 0.852239 6.436603 12.815925 10.022711 
