#     ETS 1  ETS 128 ETS 16384    LTS 1
 2 0.179569 1.828673 0.927204 1.532233 
 4 0.355075 3.604385 0.966092 2.663249 
 8 0.692706 6.845302 0.934700 4.507294 
12 1.020326 10.113431 0.906658 5.316227 
16 1.352222 13.014524 0.907576 6.711985 
