#     ETS 1  ETS 128 ETS 16384    LTS 1
 2 2.205946 2.102653 1.099935 2.249235 
 4 4.437328 3.043311 1.103530 4.507890 
 8 8.860892 7.836252 1.107579 8.990679 
12 13.300860 10.327030 1.106918 13.445329 
16 17.349217 12.430460 1.074832 17.888247 
